"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-21","0.00","0.0","0.0",,"38","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-22","0.00","0.0","0.0",,"32","23",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-23","0.00","0.0","0.0",,"36","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-24","0.16","0.0","0.0",,"50","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-25","0.41","0.0","0.0",,"47","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-26","0.00","0.0","0.0",,"45","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-27","0.00","0.0","0.0",,"44","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-28","0.00","0.0","0.0",,"49","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-29","0.00","0.0","0.0",,"46","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-11-30","0.72","0.0","0.0",,"43","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-01","0.11","0.0","0.0",,"55","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-02","0.00","0.0","0.0",,"45","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-03","0.00","0.0","0.0",,"42","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-04","0.03","0.0","0.0",,"50","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-05","0.00","0.0","0.0",,"41","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-06","0.02","0.0","0.0",,"36","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-07","0.00","0.0","0.0",,"36","20",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-08","0.00","0.0","0.0",,"30","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-09","0.00","0.0","0.0",,"58","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-10","0.27","0.0","0.0",,"65","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-11","2.35","0.0","0.0",,"43","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-12","0.93","0.0","0.0",,"44","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-13","0.00","0.0","0.0",,"32","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-14","0.00","0.0","0.0",,"49","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-15","0.01","0.0","0.0",,"67","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-16","0.28","1.0","0.0",,"58","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-17","0.42","0.0","0.0",,"42","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-18","0.00","0.0","0.0",,"42","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-19","0.93","4.0","0.0",,"37","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-20","0.04","0.5","3.0",,"31","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-21","0.58","0.2","3.0",,"37","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-22","0.00","0.0","3.0",,"27","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-23","0.00","0.0","3.0",,"31","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-24","0.46","0.0","0.0",,"58","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-25","0.13","0.0","0.0",,"57","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-26","0.02","0.0","0.0",,"41","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-27","0.00","0.0","0.0",,"48","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-28","0.00","0.0","0.0",,"65","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-29","0.00","0.0","0.0",,"47","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-30","0.00","0.0","0.0",,"43","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2008-12-31","0.04","0.3","0.0",,"35","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-01","0.00","0.0","0.0",,"26","15",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-02","0.00","0.0","0.0",,"34","23",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-03","0.00","0.0","0.0",,"38","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-04","0.00","0.0","0.0",,"42","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-05","0.00","0.0","0.0",,"43","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-06","0.08","0.0","0.0",,"38","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-07","1.19","0.0","0.0",,"38","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-08","0.00","0.0","0.0",,"38","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-09","0.00","0.0","0.0",,"32","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-10","0.14","1.0","0.0",,"30","23",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-11","0.19","0.0","1.0",,"31","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-12","0.00","0.0","1.0",,"33","21",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-13","0.00","0.0","0.0",,"41","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-14","0.00","0.0","0.0",,"36","16",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-15","0.05","1.0","1.0",,"22","15",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-16","0.00","0.0","0.0",,"16","9",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-17","0.00","0.0","0.0",,"22","6",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-18","0.18","2.2","0.0",,"35","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-19","0.18","1.8","3.0",,"33","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-20","0.00","0.0","4.0",,"29","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-21","0.00","0.0","3.0",,"26","17",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-22","0.00","0.0","3.0",,"37","20",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-23","0.00","0.0","2.0",,"47","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-24","0.00","0.0","0.0",,"46","17",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-25","0.00","0.0","0.0",,"27","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-26","0.00","0.0","0.0",,"29","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-27","0.00","0.0","0.0",,"29","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-28","0.97","3.0","3.0",,"41","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-29","0.00","0.0","1.0",,"36","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-30","0.00","0.0","1.0",,"35","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-01-31","0.00","0.0","1.0",,"27","20",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-01","0.00","0.0","1.0",,"52","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-02","0.00","0.0","0.0",,"53","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-03","0.35","4.3","0.0",,"34","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-04","0.00","0.0","3.0",,"30","17",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-05","0.00","0.0","3.0",,"23","12",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-06","0.00","0.0","2.0",,"32","15",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-07","0.00","0.0","1.0",,"50","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-08","0.00","0.0","0.0",,"58","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-09","0.00","0.0","0.0",,"45","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-10","0.00","0.0","0.0",,"50","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-11","0.03","0.0","0.0",,"65","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-12","0.12","0.0","0.0",,"57","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-13","0.00","0.0","0.0",,"44","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-14","0.00","0.0","0.0",,"41","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-15","0.00","0.0","0.0",,"42","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-16","0.00","0.0","0.0",,"40","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-17","0.00","0.0","0.0",,"40","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-18","0.32","0.0","0.0",,"44","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-19","0.00","0.0","0.0",,"50","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-20","0.00","0.0","0.0",,"33","23",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-21","0.00","0.0","0.0",,"42","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-22","0.07","0.0","0.0",,"44","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-23","0.00","0.0","0.0",,"34","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-24","0.00","0.0","0.0",,"37","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-25","0.00","0.0","0.0",,"42","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-26","0.00","0.0","0.0",,"50","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-27","0.04","0.0","0.0",,"61","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-02-28","0.00","0.0","0.0",,"54","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-01","0.15","1.8","0.0",,"36","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-02","0.49","6.5","7.0",,"28","16",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-03","0.00","0.0","8.0",,"26","12",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-04","0.00","0.0","8.0",,"34","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-05","0.00","0.0","2.0",,"43","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-06","0.01","0.0","0.0",,"55","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-07","0.00","0.0","0.0",,"70","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-08","0.00","0.0","0.0",,"64","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-09","0.10","0.0","0.0",,"49","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-10","0.01","0.0","0.0",,"47","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-11","0.00","0.0","0.0",,"58","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-12","0.00","0.0","0.0",,"44","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-13","0.00","0.0","0.0",,"40","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-14","0.00","0.0","0.0",,"51","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-15","0.00","0.0","0.0",,"51","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-16","0.00","0.0","0.0",,"47","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-17","0.00","0.0","0.0",,"55","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-18","0.00","0.0","0.0",,"64","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-19","0.13","0.0","0.0",,"53","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-20","0.04","0.0","0.0",,"46","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-21","0.00","0.0","0.0",,"49","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-22","0.00","0.0","0.0",,"54","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-23","0.00","0.0","0.0",,"44","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-24","0.00","0.0","0.0",,"50","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-25","0.00","0.0","0.0",,"52","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-26","0.40","0.0","0.0",,"45","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-27","0.00","0.0","0.0",,"63","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-28","0.05","0.0","0.0",,"58","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-29","0.37","0.0","0.0",,"52","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-30","0.00","0.0","0.0",,"53","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-03-31","0.00","0.0","0.0",,"60","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-01","0.36","0.0","0.0",,"49","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-02","0.01","0.0","0.0",,"64","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-03","0.91","0.0","0.0",,"61","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-04","0.00","0.0","0.0",,"54","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-05","0.00","0.0","0.0",,"65","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-06","0.56","0.0","0.0",,"55","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-07","0.00","0.0","0.0",,"49","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-08","0.00","0.0","0.0",,"48","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-09","0.00","0.0","0.0",,"63","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-10","0.00","0.0","0.0",,"59","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-11","0.56","0.0","0.0",,"50","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-12","0.00","0.0","0.0",,"49","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-13","0.00","0.0","0.0",,"57","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-14","0.17","0.0","0.0",,"52","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-15","0.20","0.0","0.0",,"57","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-16","0.00","0.0","0.0",,"64","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-17","0.00","0.0","0.0",,"71","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-18","0.00","0.0","0.0",,"79","54",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-19","0.00","0.0","0.0",,"63","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-20","1.79","0.0","0.0",,"50","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-21","0.09","0.0","0.0",,"59","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-22","0.04","0.0","0.0",,"56","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-23","0.00","0.0","0.0",,"57","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-24","0.00","0.0","0.0",,"72","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-25","0.00","0.0","0.0",,"88","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-26","0.00","0.0","0.0",,"92","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-27","0.00","0.0","0.0",,"84","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-28","0.00","0.0","0.0",,"90","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-29","0.00","0.0","0.0",,"69","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-04-30","0.00","0.0","0.0",,"61","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-01","0.42","0.0","0.0",,"71","53",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-02","0.11","0.0","0.0",,"68","54",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-03","0.41","0.0","0.0",,"60","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-04","0.35","0.0","0.0",,"57","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-05","0.31","0.0","0.0",,"54","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-06","1.15","0.0","0.0",,"65","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-07","1.06","0.0","0.0",,"70","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-08","0.00","0.0","0.0",,"74","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-09","0.62","0.0","0.0",,"76","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-10","0.00","0.0","0.0",,"70","54",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-11","0.00","0.0","0.0",,"66","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-12","0.00","0.0","0.0",,"69","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-13","0.00","0.0","0.0",,"67","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-14","0.05","0.0","0.0",,"67","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-15","0.00","0.0","0.0",,"76","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-16","0.16","0.0","0.0",,"71","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-17","0.04","0.0","0.0",,"66","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-18","0.00","0.0","0.0",,"58","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-19","0.00","0.0","0.0",,"69","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-20","0.00","0.0","0.0",,"82","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-21","0.00","0.0","0.0",,"86","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-22","0.00","0.0","0.0",,"84","62",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-23","0.00","0.0","0.0",,"73","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-24","0.00","0.0","0.0",,"83","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-25","0.00","0.0","0.0",,"81","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-26","0.00","0.0","0.0",,"66","53",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-27","0.00","0.0","0.0",,"65","53",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-28","0.06","0.0","0.0",,"61","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-29","0.43","0.0","0.0",,"74","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-30","0.00","0.0","0.0",,"77","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-05-31","0.00","0.0","0.0",,"81","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-01","0.00","0.0","0.0",,"71","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-02","0.06","0.0","0.0",,"80","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-03","0.50","0.0","0.0",,"72","54",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-04","0.54","0.0","0.0",,"68","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-05","0.94","0.0","0.0",,"60","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-06","0.00","0.0","0.0",,"76","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-07","0.00","0.0","0.0",,"82","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-08","0.02","0.0","0.0",,"75","62",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-09","1.83","0.0","0.0",,"71","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-10","0.00","0.0","0.0",,"67","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-11","0.16","0.0","0.0",,"64","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-12","0.61","0.0","0.0",,"80","62",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-13","0.13","0.0","0.0",,"73","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-14","0.02","0.0","0.0",,"73","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-15","0.50","0.0","0.0",,"72","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-16","0.00","0.0","0.0",,"70","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-17","0.00","0.0","0.0",,"68","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-18","2.30","0.0","0.0",,"64","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-19","0.00","0.0","0.0",,"77","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-20","0.28","0.0","0.0",,"71","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-21","0.45","0.0","0.0",,"78","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-22","0.00","0.0","0.0",,"75","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-23","0.00","0.0","0.0",,"80","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-24","0.30","0.0","0.0",,"76","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-25","0.00","0.0","0.0",,"80","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-26","0.73","0.0","0.0",,"83","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-27","0.02","0.0","0.0",,"81","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-28","0.00","0.0","0.0",,"82","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-29","0.00","0.0","0.0",,"81","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-06-30","0.66","0.0","0.0",,"84","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-01","0.00","0.0","0.0",,"81","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-02","0.60","0.0","0.0",,"76","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-03","0.00","0.0","0.0",,"78","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-04","0.00","0.0","0.0",,"79","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-05","0.00","0.0","0.0",,"79","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-06","0.00","0.0","0.0",,"83","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-07","0.13","0.0","0.0",,"79","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-08","0.00","0.0","0.0",,"77","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-09","0.00","0.0","0.0",,"73","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-10","0.00","0.0","0.0",,"78","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-11","0.33","0.0","0.0",,"78","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-12","0.02","0.0","0.0",,"81","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-13","0.00","0.0","0.0",,"79","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-14","0.00","0.0","0.0",,"79","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-15","0.00","0.0","0.0",,"82","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-16","0.00","0.0","0.0",,"84","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-17","0.21","0.0","0.0",,"86","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-18","0.02","0.0","0.0",,"83","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-19","0.00","0.0","0.0",,"81","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-20","0.00","0.0","0.0",,"81","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-21","1.14","0.0","0.0",,"71","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-22","0.00","0.0","0.0",,"82","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-23","0.39","0.0","0.0",,"77","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-24","0.02","0.0","0.0",,"78","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-25","0.00","0.0","0.0",,"83","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-26","1.42","0.0","0.0",,"84","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-27","0.60","0.0","0.0",,"83","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-28","0.00","0.0","0.0",,"85","71",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-29","1.52","0.0","0.0",,"83","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-30","0.00","0.0","0.0",,"85","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-07-31","0.71","0.0","0.0",,"85","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-01","0.00","0.0","0.0",,"83","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-02","1.05","0.0","0.0",,"74","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-03","0.00","0.0","0.0",,"84","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-04","0.00","0.0","0.0",,"83","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-05","0.00","0.0","0.0",,"85","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-06","0.00","0.0","0.0",,"77","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-07","0.00","0.0","0.0",,"79","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-08","0.00","0.0","0.0",,"78","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-09","0.01","0.0","0.0",,"79","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-10","0.52","0.0","0.0",,"91","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-11","0.00","0.0","0.0",,"87","76",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-12","0.00","0.0","0.0",,"79","71",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-13","0.02","0.0","0.0",,"72","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-14","0.00","0.0","0.0",,"86","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2009-08-15","0.00","0.0","0.0",,"88","70",
